seasonType,eventId,commentaryOrder,playId,clockDisplayValue,commentaryText,updateDateTime
13735,759763,24,46388240,26',"Attempt missed. Domi Pujante (Cieza) left footed shot from outside the box is close, but misses to the right. Assisted by Ángel García following a fast break.",2025-11-14 06:14:21
13735,759763,25,46388241,27',Attempt saved. Esteban López (Cieza) right footed shot from outside the box is saved in the bottom left corner by Carlos Marín (Córdoba).,2025-11-14 06:14:21
13735,759763,26,46388243,27',Foul by Adrián Aguirre (Cieza).,2025-11-14 06:14:21
13735,759763,27,46388243,27',Kevin Medina (Córdoba) wins a free kick on the left wing.,2025-11-14 06:14:21
13735,759763,28,46388247,30',Alberto del Moral (Córdoba) wins a free kick in the defensive half.,2025-11-14 06:14:21
13735,759763,29,46388247,30',Foul by Sergio Camacho (Cieza).,2025-11-14 06:14:21
13735,759763,30,46388251,31',Attempt missed. Alberto del Moral (Córdoba) right footed shot from outside the box is high and wide to the left.,2025-11-14 06:14:21
13735,759763,31,46388252,32',"Offside, Córdoba. Nikolay Obolskiy is caught offside.",2025-11-14 06:14:21
13735,759763,32,46388257,35',Domi Pujante (Cieza) wins a free kick in the attacking half.,2025-11-14 06:14:21
13735,759763,33,46388257,35',Foul by Álex Martín (Córdoba).,2025-11-14 06:14:21
13735,759763,34,-1,37',Domi Pujante (Cieza) hits the left post with a left footed shot from the centre of the box. Assisted by Samuel Martínez.,2025-11-14 06:14:21
13735,759763,35,46388260,37',Attempt saved. Domi Pujante (Cieza) right footed shot from the centre of the box is saved in the bottom right corner by Carlos Marín (Córdoba).,2025-11-14 06:14:21
13735,759763,36,46388265,38',Adrián Aguirre (Cieza) wins a free kick in the defensive half.,2025-11-14 06:14:21
13735,759763,37,46388265,38',Foul by Jan Salas (Córdoba).,2025-11-14 06:14:21
13735,759763,38,-1,38',Attempt missed. Samuel Martínez (Cieza) right footed shot from long range on the right is high and wide to the right. Assisted by Ángel García with a headed pass.,2025-11-14 06:14:21
13735,759763,39,46388267,40',Foul by Ángel García (Cieza).,2025-11-14 06:14:21
13735,759763,40,46388267,40',Marcelo Timorán (Córdoba) wins a free kick on the left wing.,2025-11-14 06:14:21
13735,759763,41,46388270,40',"Attempt missed. Kevin Medina (Córdoba) right footed shot from outside the box is close, but misses to the right. Assisted by Alberto del Moral following a set piece situation.",2025-11-14 06:14:21
13735,759763,42,46388271,40',Attempt missed. Marcelo Timorán (Córdoba) left footed shot from outside the box misses to the right following a set piece situation.,2025-11-14 06:14:21
13735,759763,43,46388272,41',Foul by Domi Pujante (Cieza).,2025-11-14 06:14:21
13735,759763,44,46388272,41',Marcelo Timorán (Córdoba) wins a free kick in the defensive half.,2025-11-14 06:14:21
13735,759763,45,46388142,42',Domi Pujante (Cieza) is shown the yellow card for a bad foul.,2025-11-14 06:14:21
13735,759763,46,-1,42',Delay in match because of an injury Domi Pujante (Cieza).,2025-11-14 06:14:21
13735,759763,47,-1,42',Delay in match because of an injury Marcelo Timorán (Córdoba).,2025-11-14 06:14:21
13735,759763,48,-1,42',Delay over. They are ready to continue.,2025-11-14 06:14:21
13735,759763,49,46388276,44',Attempt missed. Domi Pujante (Cieza) left footed shot from more than 35 yards misses to the right. Assisted by Esteban López following a fast break.,2025-11-14 06:14:21
13735,759763,50,46388278,44',"Attempt missed. Alberto del Moral (Córdoba) right footed shot from outside the box is close, but misses to the left. Assisted by Diego Bri with a headed pass.",2025-11-14 06:14:21
13735,759763,51,-1,45',Fourth official has announced 1 minutes of added time.,2025-11-14 06:14:21
13735,759763,52,46388284,45'+1',Handball by Alberto del Moral (Córdoba).,2025-11-14 06:14:21
13735,759763,53,-1,45'+1',"First Half ends, Cieza 0, Córdoba 0.",2025-11-14 06:14:21
13735,759763,54,-1,45',"Second Half begins Cieza 0, Córdoba 0.",2025-11-14 06:14:21
13735,759763,55,46388287,46',"Offside, Córdoba. Nikolay Obolskiy is caught offside.",2025-11-14 06:14:21
13735,759763,56,46388291,48',"Corner, Cieza. Conceded by Daniel Albuera.",2025-11-14 06:14:21
13735,759763,57,46388295,52',Foul by Jan Salas (Córdoba).,2025-11-14 06:14:21
13735,759763,58,46388295,52',Samuel Martínez (Cieza) wins a free kick in the defensive half.,2025-11-14 06:14:21
13735,759763,59,46388302,56',"Corner, Córdoba. Conceded by Rafa Ortiz.",2025-11-14 06:14:21
13735,759763,60,46388307,57',Foul by David Guerrero (Cieza).,2025-11-14 06:14:21
13735,759763,61,46388307,57',Jan Salas (Córdoba) wins a free kick in the attacking half.,2025-11-14 06:14:21
13735,759763,62,46388309,59',Attempt saved. Pedro Ortiz (Córdoba) left footed shot from long range on the left is saved in the bottom left corner by Alejandro Sánchez (Cieza).,2025-11-14 06:14:21
13735,759763,63,-1,59',"Corner, Córdoba. Conceded by Alejandro Sánchez.",2025-11-14 06:14:21
13735,759763,64,46388315,60',Attempt blocked. Sergio Camacho (Cieza) right footed shot from outside the box is blocked.,2025-11-14 06:14:21
13735,759763,65,46388317,60',"Corner, Cieza. Conceded by Xavi Sintes.",2025-11-14 06:14:21
13735,759763,66,46388321,62',Attempt blocked. Alberto del Moral (Córdoba) right footed shot from outside the box is blocked. Assisted by Pedro Ortiz.,2025-11-14 06:14:21
13735,759763,67,46388324,62',Attempt saved. Diego Bri (Córdoba) left footed shot from the centre of the box is saved in the centre of the goal by Alejandro Sánchez (Cieza). Assisted by Alberto del Moral.,2025-11-14 06:14:21
13735,759763,68,46388330,65',"Attempt missed. Kevin Medina (Córdoba) right footed shot from a difficult angle and long range on the left is close, but misses to the right. Assisted by Jan Salas.",2025-11-14 06:14:21
13735,759763,69,46388332,67',Alberto del Moral (Córdoba) wins a free kick in the defensive half.,2025-11-14 06:14:21
13735,759763,70,46388332,67',Dangerous play by Cristhian Britos (Cieza).,2025-11-14 06:14:21
13735,759763,71,46388335,68',Alberto del Moral (Córdoba) wins a free kick in the attacking half.,2025-11-14 06:14:21
13735,759763,72,46388335,68',Foul by Cristhian Britos (Cieza).,2025-11-14 06:14:21
13735,759763,73,46388339,69',Attempt missed. Xavi Sintes (Córdoba) header from the centre of the box is just a bit too high. Assisted by Pedro Ortiz following a set piece situation.,2025-11-14 06:14:21
13735,759763,74,46388143,69',"Substitution, Córdoba. Dali replaces Kevin Medina.",2025-11-14 06:14:21
13735,759763,75,46388341,70',"Offside, Córdoba. Pedro Ortiz is caught offside.",2025-11-14 06:14:21
13735,759763,76,-1,71',Attempt saved. Ángel García (Cieza) right footed shot from the centre of the box is saved in the centre of the goal by Carlos Marín (Córdoba). Assisted by Sergio Camacho.,2025-11-14 06:14:21
13735,759763,77,46388350,72',Foul by Pedro Ortiz (Córdoba).,2025-11-14 06:14:21
13735,759763,78,46388350,72',Sergio Camacho (Cieza) wins a free kick on the left wing.,2025-11-14 06:14:21
13735,759763,79,46388354,74',Alberto del Moral (Córdoba) wins a free kick in the defensive half.,2025-11-14 06:14:21
13735,759763,80,46388354,74',Foul by Samuel Martínez (Cieza).,2025-11-14 06:14:21
13735,759763,81,46388144,76',"Substitution, Cieza. Darío Hidalgo replaces Ángel García.",2025-11-14 06:14:21
13735,759763,82,46388145,76',"Substitution, Cieza. Ayoub Goudani replaces Esteban López.",2025-11-14 06:14:21
13735,759763,83,46388361,77',Attempt missed. Jan Salas (Córdoba) header from the centre of the box misses to the right. Assisted by Diego Bri with a cross.,2025-11-14 06:14:21
13735,759763,84,46388364,78',Foul by Cristhian Britos (Cieza).,2025-11-14 06:14:21
13735,759763,85,46388364,78',Nikolay Obolskiy (Córdoba) wins a free kick in the defensive half.,2025-11-14 06:14:21
13735,759763,86,46388146,81',"Substitution, Córdoba. Théo Zidane replaces Jan Salas.",2025-11-14 06:14:21
13735,759763,87,46388147,81',"Substitution, Córdoba. Sergi Guardiola replaces Nikolay Obolskiy.",2025-11-14 06:14:21
13735,759763,88,46388377,82',Attempt blocked. Domi Pujante (Cieza) left footed shot from outside the box is blocked. Assisted by Cristhian Britos with a headed pass.,2025-11-14 06:14:21
13735,759763,89,46388148,82',"Goal! Cieza 1, Córdoba 0. Rafa Ortiz (Cieza) left footed shot from outside the box to the bottom right corner.",2025-11-14 06:14:21
13735,759763,90,46388379,83',Daniel Albuera (Córdoba) wins a free kick on the right wing.,2025-11-14 06:14:21
13735,759763,91,46388379,83',Foul by Samuel Martínez (Cieza).,2025-11-14 06:14:21
13735,759763,92,46388149,84',Samuel Martínez (Cieza) is shown the yellow card for a bad foul.,2025-11-14 06:14:21
13735,759763,93,46388381,84',Foul by Alberto del Moral (Córdoba).,2025-11-14 06:14:21
13735,759763,94,46388381,84',Rafa Ortiz (Cieza) wins a free kick in the defensive half.,2025-11-14 06:14:21
13735,759763,95,-1,86',Delay in match because of an injury Marcelo Timorán (Córdoba).,2025-11-14 06:14:21
13735,759763,96,-1,86',Delay over. They are ready to continue.,2025-11-14 06:14:21
13735,759763,97,46388150,86',"Substitution, Córdoba. Carlos Albarrán replaces Marcelo Timorán because of an injury.",2025-11-14 06:14:21
13735,759763,98,46388151,86',"Substitution, Córdoba. Adrián Fuentes replaces Pedro Ortiz.",2025-11-14 06:14:21
13735,759763,99,46388152,86',"Substitution, Cieza. Xavier Pons replaces Domi Pujante.",2025-11-14 06:14:21
13735,759763,100,46388384,87',Cristhian Britos (Cieza) wins a free kick in the defensive half.,2025-11-14 06:14:21
13735,759763,101,46388384,87',Foul by Dali (Córdoba).,2025-11-14 06:14:21
13735,759763,102,46388386,88',Foul by Adrián Aguirre (Cieza).,2025-11-14 06:14:21
13735,759763,103,46388386,88',Sergi Guardiola (Córdoba) wins a free kick on the left wing.,2025-11-14 06:14:21
13735,759763,104,-1,90',Fourth official has announced 5 minutes of added time.,2025-11-14 06:14:21
13735,759763,105,46388392,90'+2',Darío Hidalgo (Cieza) wins a free kick in the defensive half.,2025-11-14 06:14:21
13735,759763,106,46388392,90'+2',Foul by Dali (Córdoba).,2025-11-14 06:14:21
13735,759763,107,46388153,90'+2',Dali (Córdoba) is shown the yellow card for a bad foul.,2025-11-14 06:14:21
13735,759763,108,46388395,90'+3',Foul by Darío Hidalgo (Cieza).,2025-11-14 06:14:21
13735,759763,109,46388395,90'+3',Xavi Sintes (Córdoba) wins a free kick in the defensive half.,2025-11-14 06:14:21
13735,759763,110,-1,90'+4',"Corner, Córdoba. Conceded by Xavier Pons.",2025-11-14 06:14:21
13735,759763,111,-1,90'+4',Attempt missed. Daniel Albuera (Córdoba) right footed shot from outside the box is too high following a corner.,2025-11-14 06:14:21
13735,759763,112,46388398,90'+5',"Offside, Cieza. Ayoub Goudani is caught offside.",2025-11-14 06:14:21
13735,759763,113,-1,90'+5',"Second Half ends, Cieza 1, Córdoba 0.",2025-11-14 06:14:21
13735,759763,114,-1,,"Match ends, Cieza 1, Córdoba 0.",2025-11-14 06:14:21
13735,759764,0,-1,,Lineups are announced and players are warming up.,2025-10-29 05:18:30
13735,759764,1,46257696,,First Half begins.,2025-10-29 05:18:30
13735,759764,2,46285758,1',Foul by Mateu Ferrer (Constància).,2025-11-26 06:13:22
13735,759764,3,46285758,1',Vitor Reis (Girona) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,4,46285761,3',Foul by Barto (Constància).,2025-11-26 06:13:22
13735,759764,5,46285761,3',Hugo Rincón (Girona) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,6,46257757,3',Attempt missed. Abel Ruiz (Girona) right footed shot from outside the box is too high.,2025-10-29 05:18:30
13735,759764,7,-1,4',Delay in match because of an injury Mateu Ferrer (Constància).,2025-10-29 05:18:30
13735,759764,8,-1,6',Delay over. They are ready to continue.,2025-10-29 05:18:30
13735,759764,9,46285763,6',Foul by Abel Ruiz (Girona).,2025-11-26 06:13:22
13735,759764,10,46285763,6',Miguel Buades (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,11,46285767,8',Dangerous play by Cristhian Stuani (Girona).,2025-11-26 06:13:22
13735,759764,12,46285767,8',Joan Gayà (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,13,-1,9',"Corner, Girona. Conceded by Pau García.",2025-10-29 05:18:30
13735,759764,14,46285772,11',Attempt blocked. Abel Ruiz (Girona) right footed shot from the centre of the box is blocked.,2025-11-26 06:13:22
13735,759764,15,-1,11',"Corner, Girona. Conceded by Miguel Buades.",2025-10-29 05:18:30
13735,759764,16,-1,13',Delay in match because of an injury Mateu Ferrer (Constància).,2025-10-29 05:18:30
13735,759764,17,-1,13',Delay over. They are ready to continue.,2025-10-29 05:18:30
13735,759764,18,46257951,15',"Substitution, Constància. Iker Sampedro replaces Mateu Ferrer because of an injury.",2025-10-29 05:18:30
13735,759764,19,46257967,16',Attempt missed. Marc Ramón (Constància) left footed shot from outside the box misses to the right.,2025-10-29 05:18:30
13735,759764,20,46285777,16',Foul by Hugo Rincón (Girona).,2025-11-26 06:13:22
13735,759764,21,46285777,16',Toni Ramis (Constància) wins a free kick in the attacking half.,2025-11-26 06:13:22
13735,759764,22,-1,17',Attempt saved. Mateo Garcías (Constància) left footed shot from outside the box is saved in the top right corner by Vladyslav Krapyvtsov (Girona).,2025-10-29 05:18:30
13735,759764,23,46285780,18',Foul by Joan Gayà (Constància).,2025-11-26 06:13:22
13735,759764,24,46285780,18',Papa Dame Ba (Girona) wins a free kick on the left wing.,2025-11-26 06:13:22
13735,759764,25,46258001,18',Attempt missed. Abel Ruiz (Girona) header from the centre of the box misses to the left. Assisted by Portu with a cross.,2025-10-29 05:18:30
13735,759764,26,46285784,20',Foul by Yáser Asprilla (Girona).,2025-11-26 06:13:22
13735,759764,27,46285784,20',Toni Ramis (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,28,-1,23',Delay in match because of an injury Toni Ramis (Constància).,2025-10-29 05:18:30
13735,759764,29,-1,24',Delay over. They are ready to continue.,2025-10-29 05:18:30
13735,759764,30,-1,25',"Corner, Girona. Conceded by Damiá Ramos.",2025-10-29 05:18:30
13735,759764,31,46285789,26',Foul by Damiá Ramos (Constància).,2025-11-26 06:13:22
13735,759764,32,46285789,26',Yáser Asprilla (Girona) wins a free kick on the right wing.,2025-11-26 06:13:22
13735,759764,33,-1,26',"Offside, Girona. Cristhian Stuani is caught offside.",2025-10-29 05:18:30
13735,759764,34,46285791,28',Foul by Lancinet Kourouma (Girona).,2025-11-26 06:13:22
13735,759764,35,46285791,28',Toni Ramis (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,36,46285795,30',Foul by Yáser Asprilla (Girona).,2025-11-26 06:13:22
13735,759764,37,46285795,30',Nico Baleani (Constància) wins a free kick on the left wing.,2025-11-26 06:13:22
13735,759764,38,46285797,31',"Offside, Girona. Cristhian Stuani is caught offside.",2025-11-26 06:13:22
13735,759764,39,46285801,32',Foul by Marc Ramón (Constància).,2025-11-26 06:13:22
13735,759764,40,46285801,32',Lancinet Kourouma (Girona) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,41,-1,33',"Corner, Girona. Conceded by Miguel Buades.",2025-10-29 05:18:30
13735,759764,42,46258348,33',Attempt missed. Cristhian Stuani (Girona) header from the centre of the box is too high. Assisted by Yáser Asprilla with a cross following a corner.,2025-10-29 05:18:30
13735,759764,43,46285806,34',Attempt blocked. Marc Ramón (Constància) right footed shot from outside the box is blocked. Assisted by Joan Gayà.,2025-11-26 06:13:22
13735,759764,44,-1,36',Delay in match because of an injury Iker Sampedro (Constància).,2025-10-29 05:18:30
13735,759764,45,-1,37',Delay over. They are ready to continue.,2025-10-29 05:18:30
13735,759764,46,46285811,37',Attempt blocked. Yáser Asprilla (Girona) left footed shot from the right side of the box is blocked. Assisted by Portu.,2025-11-26 06:13:22
13735,759764,47,46258454,39',"Goal! Constància 0, Girona 1. Cristhian Stuani (Girona) right footed shot from the centre of the box to the bottom left corner. Assisted by Portu.",2025-10-29 05:18:30
13735,759764,48,46258487,40',"Substitution, Constància. Iván Ojeda replaces Iker Sampedro because of an injury.",2025-10-29 05:18:30
13735,759764,49,-1,42',Delay in match because of an injury Portu (Girona).,2025-10-29 05:18:30
13735,759764,50,-1,43',Delay over. They are ready to continue.,2025-10-29 05:18:30
13735,759764,51,46285814,43',Foul by Portu (Girona).,2025-11-26 06:13:22
13735,759764,52,46285814,43',Miguel Buades (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,53,46258539,44',Portu (Girona) is shown the yellow card for a bad foul.,2025-10-29 05:18:30
13735,759764,54,46285816,45',Foul by Marc Ramón (Constància).,2025-11-26 06:13:22
13735,759764,55,46285816,45',Portu (Girona) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,56,46258555,45',Marc Ramón (Constància) is shown the yellow card for a bad foul.,2025-10-29 05:18:30
13735,759764,57,-1,45',Fourth official has announced 4 minutes of added time.,2025-10-29 05:18:30
13735,759764,58,46285819,45'+1',Attempt blocked. Jhon Solís (Girona) right footed shot from outside the box is blocked.,2025-11-26 06:13:22
13735,759764,59,46258597,45'+1',Attempt missed. Yáser Asprilla (Girona) left footed shot from the right side of the box is high and wide to the left.,2025-10-29 05:18:30
13735,759764,60,46285821,45'+2',"Offside, Girona. Yáser Asprilla is caught offside.",2025-11-26 06:13:22
13735,759764,61,46285826,45'+3',Attempt blocked. Portu (Girona) right footed shot from the centre of the box is blocked. Assisted by Hugo Rincón.,2025-11-26 06:13:22
13735,759764,62,46258632,45'+4',Abel Ruiz (Girona) hits the left post with a header from the left side of the six yard box. Assisted by Yáser Asprilla with a cross.,2025-10-29 05:18:30
13735,759764,63,46285828,45'+4',Foul by Jhon Solís (Girona).,2025-11-26 06:13:22
13735,759764,64,46285828,45'+4',Marc Ramón (Constància) wins a free kick in the attacking half.,2025-11-26 06:13:22
13735,759764,65,-1,45'+5',"First Half ends, Constància 0, Girona 1.",2025-10-29 05:18:30
13735,759764,66,-1,45',"Second Half begins Constància 0, Girona 1.",2025-10-29 05:18:30
13735,759764,67,46285831,46',Foul by Toni Ramis (Constància).,2025-11-26 06:13:22
13735,759764,68,46285831,46',Hugo Rincón (Girona) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,69,46285835,48',Barto (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,70,46285835,48',Foul by Lancinet Kourouma (Girona).,2025-11-26 06:13:22
13735,759764,71,-1,49',"Corner, Girona. Conceded by Miguel Buades.",2025-10-29 05:18:30
13735,759764,72,46259094,50',Attempt missed. Yáser Asprilla (Girona) left footed shot from outside the box is too high. Assisted by Abel Ruiz following a corner.,2025-10-29 05:18:30
13735,759764,73,46285843,51',Attempt blocked. Abel Ruiz (Girona) right footed shot from the centre of the box is blocked. Assisted by Portu.,2025-11-26 06:13:22
13735,759764,74,46285844,51',Foul by Yáser Asprilla (Girona).,2025-11-26 06:13:22
13735,759764,75,46285844,51',Marc Ramón (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,76,-1,54',"Corner, Girona. Conceded by Damiá Ramos.",2025-10-29 05:18:30
13735,759764,77,46259274,54',Attempt missed. Jhon Solís (Girona) header from the centre of the box is too high. Assisted by Yáser Asprilla with a cross following a corner.,2025-10-29 05:18:30
13735,759764,78,46285851,56',Foul by Yáser Asprilla (Girona).,2025-11-26 06:13:22
13735,759764,79,46285851,56',Toni Ramis (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,80,-1,58',Delay in match (Girona).,2025-10-29 05:18:30
13735,759764,81,-1,58',Delay over. They are ready to continue.,2025-10-29 05:18:30
13735,759764,82,46285856,59',Attempt saved. Toni Ramis (Constància) right footed shot from the left side of the box is saved in the top centre of the goal by Vladyslav Krapyvtsov (Girona). Assisted by Pau García.,2025-11-26 06:13:22
13735,759764,83,46259404,59',"Substitution, Girona. Arnau Martínez replaces Vitor Reis.",2025-10-29 05:18:30
13735,759764,84,46259377,59',"Substitution, Girona. Viktor Tsygankov replaces Portu.",2025-10-29 05:18:30
13735,759764,85,46285860,60',"Offside, Girona. Hugo Rincón is caught offside.",2025-11-26 06:13:22
13735,759764,86,46285862,61',"Offside, Constància. Barto is caught offside.",2025-11-26 06:13:22
13735,759764,87,46285864,63',Damiá Ramos (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,88,46285864,63',Foul by Hugo Rincón (Girona).,2025-11-26 06:13:22
13735,759764,89,46285867,65',Foul by Yáser Asprilla (Girona).,2025-11-26 06:13:22
13735,759764,90,46285867,65',Pau García (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,91,46259573,66',"Substitution, Girona. Bryan Gil replaces Abel Ruiz.",2025-10-29 05:18:30
13735,759764,92,46285871,68',Barto (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,93,46285871,68',Foul by Lancinet Kourouma (Girona).,2025-11-26 06:13:22
13735,759764,94,46259747,73',"Substitution, Constància. Pau Oliver replaces Nico Baleani.",2025-10-29 05:18:30
13735,759764,95,46259764,73',"Substitution, Constància. Joan Antoni Socias replaces Toni Ramis.",2025-10-29 05:18:30
13735,759764,96,46259766,73',"Substitution, Constància. Jaume Estrany replaces Marc Ramón.",2025-10-29 05:18:30
13735,759764,97,46259784,75',"Substitution, Girona. Thomas Lemar replaces Yáser Asprilla.",2025-10-29 05:18:30
13735,759764,98,46259803,75',"Substitution, Girona. Vladyslav Vanat replaces Cristhian Stuani.",2025-10-29 05:18:30
13735,759764,99,46259844,77',"Goal! Constància 1, Girona 1. Joan Antoni Socias (Constància) right footed shot from the centre of the box to the bottom left corner. Assisted by Barto.",2025-10-29 05:18:30
13735,759764,100,-1,79',"Corner, Girona. Conceded by Joan Gayà.",2025-10-29 05:18:30
13735,759764,101,46285882,82',Foul by Joan Antoni Socias (Constància).,2025-11-26 06:13:22
13735,759764,102,46285882,82',Lancinet Kourouma (Girona) wins a free kick in the attacking half.,2025-11-26 06:13:22
13735,759764,103,46285884,83',Foul by Vladyslav Vanat (Girona).,2025-11-26 06:13:22
13735,759764,104,46285884,83',Pau Oliver (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,105,46285887,84',Foul by Joan Antoni Socias (Constància).,2025-11-26 06:13:22
13735,759764,106,46285887,84',Hugo Rincón (Girona) wins a free kick in the attacking half.,2025-11-26 06:13:22
13735,759764,107,46259985,84',Joan Antoni Socias (Constància) is shown the yellow card for a bad foul.,2025-10-29 05:18:30
13735,759764,108,-1,85',"Corner, Girona. Conceded by Pau Oliver.",2025-10-29 05:18:30
13735,759764,109,46285892,85',Attempt blocked. Viktor Tsygankov (Girona) header from the centre of the box is blocked. Assisted by Thomas Lemar with a cross.,2025-11-26 06:13:22
13735,759764,110,46285899,88',Attempt saved. Bryan Gil (Girona) right footed shot from outside the box is saved in the centre of the goal by Pau Seguí (Constància). Assisted by Arnau Martínez.,2025-11-26 06:13:22
13735,759764,111,46260144,89',Attempt missed. Vladyslav Vanat (Girona) header from the centre of the box misses to the right. Assisted by Bryan Gil with a cross.,2025-10-29 05:18:30
13735,759764,112,-1,90',Fourth official has announced 4 minutes of added time.,2025-10-29 05:18:30
13735,759764,113,46285905,90'+1',Attempt blocked. Jhon Solís (Girona) left footed shot from the right side of the box is blocked. Assisted by Viktor Tsygankov.,2025-11-26 06:13:22
13735,759764,114,-1,90'+1',"Corner, Girona. Conceded by Pau Oliver.",2025-10-29 05:18:30
13735,759764,115,46260227,90'+1',Attempt missed. Lancinet Kourouma (Girona) right footed shot from outside the box is high and wide to the right. Assisted by Thomas Lemar following a corner.,2025-10-29 05:18:30
13735,759764,116,46285910,90'+3',Foul by Vladyslav Vanat (Girona).,2025-11-26 06:13:22
13735,759764,117,46285910,90'+3',Miguel Buades (Constància) wins a free kick in the attacking half.,2025-11-26 06:13:22
13735,759764,118,46285912,90'+4',Bryan Gil (Girona) wins a free kick on the left wing.,2025-11-26 06:13:22
13735,759764,119,46285912,90'+4',Foul by Joan Gayà (Constància).,2025-11-26 06:13:22
13735,759764,120,46260328,90'+4',Joan Gayà (Constància) is shown the yellow card for a bad foul.,2025-10-29 05:18:30
13735,759764,121,46260378,90'+6',"Second Half ends, Constància 1, Girona 1.",2025-10-29 05:18:30
13735,759764,122,-1,90',"First Half Extra Time begins Constància 1, Girona 1.",2025-10-29 05:18:30
13735,759764,123,46260565,90',"Substitution, Girona. Iván Martín replaces Jhon Solís.",2025-10-29 05:18:30
13735,759764,124,46285916,93',Foul by Lancinet Kourouma (Girona).,2025-11-26 06:13:22
13735,759764,125,46285916,93',Pau Oliver (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,126,46285918,93',Foul by Iván Ojeda (Constància).,2025-11-26 06:13:22
13735,759764,127,46285918,93',Papa Dame Ba (Girona) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,128,46285920,94',Foul by Iván Martín (Girona).,2025-11-26 06:13:22
13735,759764,129,46285920,94',Pau García (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,130,46285922,95',Bryan Gil (Girona) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,131,46285922,95',Foul by Pau Oliver (Constància).,2025-11-26 06:13:22
13735,759764,132,46260758,96',"Substitution, Constància. Lluc Jhardi replaces Barto.",2025-10-29 05:18:30
13735,759764,133,46260801,97',Attempt missed. Viktor Tsygankov (Girona) left footed shot from the right side of the box misses to the left. Assisted by Hugo Rincón.,2025-10-29 05:18:30
13735,759764,134,-1,98',"Corner, Girona. Conceded by Damiá Ramos.",2025-10-29 05:18:30
13735,759764,135,46285929,99',"Corner, Girona. Conceded by Pau Seguí.",2025-11-26 06:13:22
13735,759764,136,-1,100',Delay in match because of an injury Pau Seguí (Constància).,2025-10-29 05:18:30
13735,759764,137,-1,100',Delay over. They are ready to continue.,2025-10-29 05:18:30
13735,759764,138,46260909,101',Attempt missed. Thomas Lemar (Girona) left footed shot from the centre of the box is high and wide to the left. Assisted by Viktor Tsygankov with a cross following a corner.,2025-10-29 05:18:30
13735,759764,139,46285930,101',Foul by Lancinet Kourouma (Girona).,2025-11-26 06:13:22
13735,759764,140,46285930,101',Pau Oliver (Constància) wins a free kick in the attacking half.,2025-11-26 06:13:22
13735,759764,141,46285932,102',"Corner, Constància. Conceded by Hugo Rincón.",2025-11-26 06:13:22
13735,759764,142,46260995,102',Attempt missed. Damiá Ramos (Constància) header from the centre of the box misses to the left. Assisted by Iván Ojeda with a cross following a corner.,2025-10-29 05:18:30
13735,759764,143,46261019,103',"Goal! Constància 1, Girona 2. Viktor Tsygankov (Girona) left footed shot from the centre of the box to the bottom right corner. Assisted by Vladyslav Vanat.",2025-10-29 05:18:30
13735,759764,144,46285935,104',Foul by Lancinet Kourouma (Girona).,2025-11-26 06:13:22
13735,759764,145,46285935,104',Pau Oliver (Constància) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,146,46261084,104',Lancinet Kourouma (Girona) is shown the yellow card.,2025-10-29 05:18:30
13735,759764,147,46261085,105',Miguel Buades (Constància) is shown the yellow card.,2025-10-29 05:18:30
13735,759764,148,46285937,105',Foul by Damiá Ramos (Constància).,2025-11-26 06:13:22
13735,759764,149,46285937,105',Vladyslav Vanat (Girona) wins a free kick in the defensive half.,2025-11-26 06:13:22
13735,759764,150,-1,105',Fourth official has announced 0 minutes of added time.,2025-10-29 05:18:30
13735,759764,151,46261238,105'+2',"First Half Extra Time ends, Constància 1, Girona 2.",2025-10-29 05:18:30
13735,759764,152,46261384,105',"Second Half Extra Time begins Constància 1, Girona 2.",2025-10-29 05:18:30
13735,759764,153,46285942,107',"Offside, Girona. Viktor Tsygankov is caught offside.",2025-11-26 06:13:22
